,ID,post_id,post_title,post_excerpt,post_content_filtered,post_content,post_name,post_parent,permalink,guid,each_description,case_description,ad_copy_text,ItemId,ItemIdText,StoreLocationId,ProductName,BrandName,BrandNameClean,BrandNameLower,Description,FullText,Price,SalePrice,UPCs,SubCategoryName,CategoryName,DepartmentName,DisableOrdering,OnSale,Featured,StorageDescription,ProductSize,UnitOfMeasure,SellUnit,total_popularity,trending_popularity,ProductFacets,score,terms.brand,terms
25,6757801820,84689,Roma Tomatoes,,"<p>Tomatoes, Roma, Fresh, 25 Lb Package</p>","<p>Tomatoes, Roma, Fresh, 25 Lb Package</p>",675780,0,https://gfsstore.com/products/675780/,https://gfsstore.com/products/675780/,,,"<p>Tomatoes, Roma, Fresh, 25 Lb Package</p>","['6757801', '675780']",6757801|675780,182,Roma Tomatoes,,,,"<p>Tomatoes, Roma, Fresh</p>","Roma Tomatoes  Fresh Vegetables <p>Tomatoes, Roma, Fresh</p>",1.79,,['400067578014'],FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,.54,EA,Package,29,158,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
26,6334411820,16651,Fresh Mashed Potatoes,,"<p>Potatoes, Mashed, Refrigerated, 5 Lb Bag</p>","<p>Potatoes, Mashed, Refrigerated, 5 Lb Bag</p>",633441,0,https://gfsstore.com/products/633441/,https://gfsstore.com/products/633441/,,,"<p>Potatoes, Mashed, Refrigerated, 5 Lb Bag</p>","['6334411', '633441']",6334411|633441,182,Fresh Mashed Potatoes,Gordon Choice,Gordon Choice,gordon choice,"Potatoes, Mashed, Refrigerated, 5 Lb Bag","Fresh Mashed Potatoes Gordon Choice Ready-to-Use Vegetables Potatoes, Mashed, Refrigerated, 5 Lb Bag",7.79,,"['093901633446', '400063344118']",VALUE-ADD POTATOES,Ready-to-Use Vegetables,Produce,,,,Cooler,80,OZ,Bag,11,149,[],,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
27,7357871820,16868,Fresh-Cut Romaine Lettuce,,"<p>Lettuce, Romaine, Chopped, Fresh Cut, 2 Lb Bag</p>","<p>Lettuce, Romaine, Chopped, Fresh Cut, 2 Lb Bag</p>",735787,0,https://gfsstore.com/products/735787/,https://gfsstore.com/products/735787/,,,"<p>Lettuce, Romaine, Chopped, Fresh Cut, 2 Lb Bag</p>","['7357871', '735787']",7357871|735787,182,Fresh-Cut Romaine Lettuce,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Lettuce, Romaine, Chopped, Fresh Cut, 2 Lb Bag","Fresh-Cut Romaine Lettuce Ready-Set-Serve Ready-to-Use Vegetables Lettuce, Romaine, Chopped, Fresh Cut, 2 Lb Bag",4.49,,"['071279261003', '071279480022', '071430009512', '092538000553', '400073578718', '611628926452', '750641305209', '92538000553']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,32,OZ,Bag,8,147,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
28,4171901820,16301,Sliced Mushrooms,,"<p>Mushrooms, 1/4 Inch Sliced, Fresh Cut, 24 Oz Package</p>","<p>Mushrooms, 1/4 Inch Sliced, Fresh Cut, 24 Oz Package</p>",417190,0,https://gfsstore.com/products/417190/,https://gfsstore.com/products/417190/,,,"<p>Mushrooms, 1/4 Inch Sliced, Fresh Cut, 24 Oz Package</p>","['4171901', '417190']",4171901|417190,182,Sliced Mushrooms,,,,"Mushrooms, 1/4 Inch Sliced, Fresh Cut, 24 Oz Package","Sliced Mushrooms  Fresh Vegetables Mushrooms, 1/4 Inch Sliced, Fresh Cut, 24 Oz Package",5.99,,"['033383675992', '037102190209', '037102190247', '093901235237', '611628920870', '771163000106', '771163010525']",FRESH MUSHROOMS,Fresh Vegetables,Produce,,,,Cooler,24,OZ,Package,565,142,[],,,[]
29,2826911820,73099,Bagged Limes,,"<p>Limes, Persian, Fresh, Tart, 2 Lb Bag</p>","<p>Limes, Persian, Fresh, Tart, 2 Lb Bag</p>",282691,0,https://gfsstore.com/products/282691/,https://gfsstore.com/products/282691/,,,"<p>Limes, Persian, Fresh, Tart, 2 Lb Bag</p>","['2826911', '282691']",2826911|282691,182,Bagged Limes,Sunkist,Sunkist,sunkist,"Limes, Persian, Fresh, Tart, 2 Lb Bag","Bagged Limes Sunkist Fresh Fruit Limes, Persian, Fresh, Tart, 2 Lb Bag",3.99,,"['033383146836', '042808002213', '044258000078', '400028269111', '426060022132', '605049492085', '605049492092', '816631010550', '850003632827', '856724007500', '884853623100']",FRESH CITRUS,Fresh Fruit,Produce,,,,Cooler,32,OZ,Bag,373,142,"[{'facet_name': 'Fruits', 'facet_value': 'Limes', 'facet_term_id': 1026}]",,,[]
30,7324861820,18444,Bite-sized Cauliflower Florets,,"<p>Cauliflower, Bite-Size, Fresh Cut, 3 Lb Bag</p>","<p>Cauliflower, Bite-Size, Fresh Cut, 3 Lb Bag</p>",732486,0,https://gfsstore.com/?post_type=product&#038;p=18444,https://gfsstore.com/?post_type=product&#038;p=18444,,,"<p>Cauliflower, Bite-Size, Fresh Cut, 3 Lb Bag</p>","['7324861', '732486']",7324861|732486,182,Bite-sized Cauliflower Florets,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Cauliflower, Bite-Size, Fresh Cut, 3 Lb Bag","Bite-sized Cauliflower Florets Ready-Set-Serve Ready-to-Use Vegetables Cauliflower, Bite-Size, Fresh Cut, 3 Lb Bag",11.99,,"['400073248611', '611628916705']",VALUE-ADD BROCCOLI & CAULIFLOWER,Ready-to-Use Vegetables,Produce,,,,Cooler,48,OZ,Bag,4,135,"[{'facet_name': 'Vegetables', 'facet_value': 'Cauliflower', 'facet_term_id': 1149}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
31,6445621820,16675,Assorted Color Peppers,,"<p>Peppers, Assorted, Fresh, 6 Ct Bag</p>","<p>Peppers, Assorted, Fresh, 6 Ct Bag</p>",644562,0,https://gfsstore.com/products/644562/,https://gfsstore.com/products/644562/,,,"<p>Peppers, Assorted, Fresh, 6 Ct Bag</p>","['6445621', '644562']",6445621|644562,182,Assorted Color Peppers,,,,"Peppers, Assorted, Fresh, 6 Ct Bag","Assorted Color Peppers  Fresh Vegetables Peppers, Assorted, Fresh, 6 Ct Bag",11.49,,"['042808350154', '042808350178', '069905805066', '081851077830', '082692000025', '093901397706', '400064456216', '42808350154', '42808350178', '679508081394', '684924040054', '689259002289', '699058050664', '796553005523', '826920000025', '826920000254', '828383001069', '850251002113', '858545001583']",FRESH PEPPERS,Fresh Vegetables,Produce,,,,Cooler,6,EA,Bag,346,134,"[{'facet_name': 'Vegetables', 'facet_value': 'Peppers', 'facet_term_id': 1116}]",,,[]
32,8387801820,54620,Bagged Gala Apples,,"<p>Apples, Gala, Fresh, Bagged, 3 Lb Bag</p>","<p>Apples, Gala, Fresh, Bagged, 3 Lb Bag</p>",838780,0,https://gfsstore.com/products/838780/,https://gfsstore.com/products/838780/,,,"<p>Apples, Gala, Fresh, Bagged, 3 Lb Bag</p>","['8387801', '838780']",8387801|838780,182,Bagged Gala Apples,,,,"Apples, Gala, Fresh, Bagged, 3 Lb Bag","Bagged Gala Apples  Fresh Fruit Apples, Gala, Fresh, Bagged, 3 Lb Bag",4.29,,"['022906300091', '033383007410', '033383007441', '033383027814', '033383027845', '033383086897', '033383086941', '070253005343', '070253007002', '085239051078', '400083878013', '736264000011', '741839030034', '741839031031', '813635010142', '813635010906', '845762041430', '847081000303', '847473001819', '851210002922', '884853630078']",FRESH APPLES,Fresh Fruit,Produce,,,,Cooler,48,OZ,Bag,134,134,"[{'facet_name': 'Fruits', 'facet_value': 'Apples', 'facet_term_id': 1020}]",,,[]
33,1988891820,18455,Green Onions,,"<p>Onions, Green, Bunches, Fresh, 2 Lb Bag</p>","<p>Onions, Green, Bunches, Fresh, 2 Lb Bag</p>",198889,0,https://gfsstore.com/?post_type=product&#038;p=18455,https://gfsstore.com/?post_type=product&#038;p=18455,,,"<p>Onions, Green, Bunches, Fresh, 2 Lb Bag</p>","['1988891', '198889']",1988891|198889,182,Green Onions,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Onions, Green, Bunches, Fresh, 2 Lb Bag","Green Onions Ready-Set-Serve Fresh Vegetables Onions, Green, Bunches, Fresh, 2 Lb Bag",6.49,,"['012842767669', '052867011323', '092538000492', '400019888918', '611628950945', '611628950952', '611628950976', '611628950983', '848218000012', '92538000492']",FRESH ONIONS,Fresh Vegetables,Produce,,,,Cooler,85,EA,Bag,2,122,"[{'facet_name': 'Vegetables', 'facet_value': 'Onions', 'facet_term_id': 1107}]",,,[]
34,3294011820,16250,Leaf Spinach,,"<p>Spinach, Flat Leaf, Cleaned, Fresh Cut, 2.5 Lb Bag</p>","<p>Spinach, Flat Leaf, Cleaned, Fresh Cut, 2.5 Lb Bag</p>",329401,0,https://gfsstore.com/products/329401/,https://gfsstore.com/products/329401/,,,"<p>Spinach, Flat Leaf, Cleaned, Fresh Cut, 2.5 Lb Bag</p>","['3294011', '329401']",3294011|329401,182,Leaf Spinach,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Spinach, Flat Leaf, Cleaned, Fresh Cut, 2.5 Lb Bag","Leaf Spinach Ready-Set-Serve Ready-to-Use Vegetables Spinach, Flat Leaf, Cleaned, Fresh Cut, 2.5 Lb Bag",5.99,,"['012842001404', '030223060109', '071279133010', '093901329400', '400032940112', '611628926704']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,40,OZ,Bag,403,119,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
35,6757431820,84595,Large Tomatoes,,"<p>Tomatoes, Large, Fresh, 25 Lb Each</p>","<p>Tomatoes, Large, Fresh, 25 Lb Each</p>",675743,0,https://admin.gfsstore.com/?post_type=product&#038;p=84595,https://admin.gfsstore.com/?post_type=product&#038;p=84595,,,"<p>Tomatoes, Large, Fresh, 25 Lb Each</p>","['6757430', '675743']",6757430|675743,182,Large Tomatoes,,,,"<p>Tomatoes, Large, Fresh</p>","Large Tomatoes  Fresh Vegetables <p>Tomatoes, Large, Fresh</p>",27.00,,['400067574306'],FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,60,Case,EA,29,117,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
36,6445401820,51169,Clementines,,"<p>Clementines, Fresh, 3 Lb Bag</p>","<p>Clementines, Fresh, 3 Lb Bag</p>",644540,0,https://gfsstore.com/products/644540/,https://gfsstore.com/products/644540/,,,"<p>Clementines, Fresh, 3 Lb Bag</p>","['6445401', '644540']",6445401|644540,182,Clementines,,,,"Clementines, Fresh, 3 Lb Bag","Clementines  Fresh Fruit Clementines, Fresh, 3 Lb Bag",5.99,,"['014668350018', '033383104096', '033383119342', '033383146058', '033383146164', '036515146162', '042808000141', '054107221011', '072240133817', '072240434983', '072240513985', '072240576201', '091636000021', '091636000076', '091636000762', '092148146160', '096704000880', '096704001603', '400064454014', '605049428671', '605049436676', '683953002583', '72240513985', '756110770028', '791928119126', '810073180109', '840437100009', '842586100121', '845857020036', '857169005021', '857169005144', '857169005878', '857713005385', '858410005135', '860000120609', '882648000822', '882648001331', '884853621793']",FRESH CITRUS,Fresh Fruit,Produce,,,,Cooler,48,OZ,Bag,697,114,"[{'facet_name': 'Fruits', 'facet_value': 'Clementines', 'facet_term_id': 1029}]",,,[]
37,7567911820,53432,Celery,,"<p>Celery, Fresh, 30 Ct Package</p>","<p>Celery, Fresh, 30 Ct Package</p>",756791,0,https://gfsstore.com/products/756791/,https://gfsstore.com/products/756791/,,,"<p>Celery, Fresh, 30 Ct Package</p>","['7567911', '756791']",7567911|756791,182,Celery,,,,"<p>Celery, Fresh</p>","Celery  Fresh Vegetables <p>Celery, Fresh</p>",2.29,,"['000651511009', '000651511016', '027918040706', '027918045831', '033383653211', '033383653228', '033383653259', '042808112851', '060556120706', '071430045480', '071430047002', '071430049792', '072668711116', '073150121550', '073574800024', '400075679116', '400091033718', '653981889661', '740695653258', '796631101017', '831331005255']",FRESH STALK VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,.03,EA,Package,626,112,"[{'facet_name': 'Vegetables', 'facet_value': 'Celery', 'facet_term_id': 1018}]",,,[]
38,7572421820,16992,Red Potatoes,,"<p>Potatoes, Red, Size B, Fresh, 5 Lb Bag</p>","<p>Potatoes, Red, Size B, Fresh, 5 Lb Bag</p>",757242,0,https://gfsstore.com/products/757242/,https://gfsstore.com/products/757242/,,,"<p>Potatoes, Red, Size B, Fresh, 5 Lb Bag</p>","['7572421', '757242']",7572421|757242,182,Red Potatoes,,,,"Potatoes, Red, Size B, Fresh, 5 Lb Bag","Red Potatoes  Fresh Vegetables Potatoes, Red, Size B, Fresh, 5 Lb Bag",4.79,,"['030921080256', '030921083158', '033383510033', '033383510101', '033383510132', '039186510102', '071228178000', '400075724212', '605806001420', '677176000075', '826088422059', '826088510107', '851820002008']",FRESH POTATOES,Fresh Vegetables,Produce,,,,Dry,80,OZ,Bag,524,112,"[{'facet_name': 'Vegetables', 'facet_value': 'Potatoes', 'facet_term_id': 1128}]",,,[]
39,2117821820,18663,Hearts of Romaine,,"<p>Lettuce, Romaine Hearts, 6 Ct Bag</p>","<p>Lettuce, Romaine Hearts, 6 Ct Bag</p>",211782,0,https://gfsstore.com/?post_type=product&#038;p=18663,https://gfsstore.com/?post_type=product&#038;p=18663,,,"<p>Lettuce, Romaine Hearts, 6 Ct Bag</p>","['2117821', '211782']",2117821|211782,182,Hearts of Romaine,Markon First Crop,Markon First Crop,markon first crop,"Lettuce, Romaine Hearts, 6 Ct Bag","Hearts of Romaine Markon First Crop Ready-to-Use Vegetables Lettuce, Romaine Hearts, 6 Ct Bag",6.49,,"['033383651651', '060556900407', '071430847275', '400021178212', '611628925752', '738761500056', '740695651650', '765321000008', '885460000155', '898634001179']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,6,EA,Bag,283,106,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 49, 'slug': 'markon', 'name': 'Markon', 'parent': 0, 'term_taxonomy_id': 49}]",
40,2195501820,41584,Cilantro,,"<p>Cilantro, Fresh Cut, 1 Lb Bag</p>","<p>Cilantro, Fresh Cut, 1 Lb Bag</p>",219550,0,https://gfsstore.com/products/219550/,https://gfsstore.com/products/219550/,,,"<p>Cilantro, Fresh Cut, 1 Lb Bag</p>","['2195501', '219550']",2195501|219550,182,Cilantro,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Cilantro, Fresh Cut, 1 Lb Bag","Cilantro Ready-Set-Serve Fresh Herbs Cilantro, Fresh Cut, 1 Lb Bag",5.49,,"['012842990005', '030223014560', '12842990005', '400021955011', '611628917405']",FRESH HERBS,Fresh Herbs,Produce,,,,Cooler,16,OZ,Bag,189,93,"[{'facet_name': 'Herbs', 'facet_value': 'Cilantro', 'facet_term_id': 1068}]",,,[]
41,6005041820,50369,Iceberg & Romaine Lettuce Blend,,"<p>Salad Blend, Iceberg &#038; Romaine, 50/50, Fresh Cut, 5 Lb Bag</p>","<p>Salad Blend, Iceberg & Romaine, 50/50, Fresh Cut, 5 Lb Bag</p>",600504,0,https://gfsstore.com/products/600504/,https://gfsstore.com/products/600504/,,,"<p>Salad Blend, Iceberg & Romaine, 50/50, Fresh Cut, 5 Lb Bag</p>","['6005041', '600504']",6005041|600504,182,Iceberg & Romaine Lettuce Blend,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Salad Blend, Iceberg & Romaine, 50/50, Fresh Cut, 5 Lb Bag","Iceberg & Romaine Lettuce Blend Ready-Set-Serve Ready-to-Use Vegetables Salad Blend, Iceberg & Romaine, 50/50, Fresh Cut, 5 Lb Bag",8.99,,"['093901600509', '400060050418', '611628926483']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,80,OZ,Bag,9,93,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,,[]
42,1522221820,15812,Heritage Lettuce Blend,,"<p>Spring Mix, Heritage, Fresh Cut, 3 Lb Bag</p>","<p>Spring Mix, Heritage, Fresh Cut, 3 Lb Bag</p>",152222,0,https://gfsstore.com/products/152222/,https://gfsstore.com/products/152222/,,,"<p>Spring Mix, Heritage, Fresh Cut, 3 Lb Bag</p>","['1522221', '152222']",1522221|152222,182,Heritage Lettuce Blend,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Spring Mix, Heritage, Fresh Cut, 3 Lb Bag","Heritage Lettuce Blend Ready-Set-Serve Ready-to-Use Vegetables Spring Mix, Heritage, Fresh Cut, 3 Lb Bag",8.99,,"['400015222211', '611628918242']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,48,OZ,Bag,4,90,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
43,1988541820,18693,Radishes,,"<p>Radishes, Fresh, 1 Lb Bag</p>","<p>Radishes, Fresh, 1 Lb Bag</p>",198854,0,https://gfsstore.com/?post_type=product&#038;p=18693,https://gfsstore.com/?post_type=product&#038;p=18693,,,"<p>Radishes, Fresh, 1 Lb Bag</p>","['1988541', '198854']",1988541|198854,182,Radishes,,,,"Radishes, Fresh, 1 Lb Bag","Radishes  Fresh Vegetables Radishes, Fresh, 1 Lb Bag",2.79,,"['032958801200', '033383670027', '072404400021', '073064000255', '073150003016', '073150103013', '073659121600', '074515010137', '077512001146', '077512001160', '079533600018', '085146141008', '400019885412']",FRESH ROOT VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,30,EA,Bag,260,83,"[{'facet_name': 'Vegetables', 'facet_value': 'Radishes', 'facet_term_id': 1093}]",,,[]
44,1847101820,15912,Celery Hearts,,"<p>Celery Hearts, Fresh, 2 Ct Bag</p>","<p>Celery Hearts, Fresh, 2 Ct Bag</p>",184710,0,https://gfsstore.com/products/184710/,https://gfsstore.com/products/184710/,,,"<p>Celery Hearts, Fresh, 2 Ct Bag</p>","['1847101', '184710']",1847101|184710,182,Celery Hearts,,,,"Celery Hearts, Fresh, 2 Ct Bag","Celery Hearts  Fresh Vegetables Celery Hearts, Fresh, 2 Ct Bag",5.49,,"['000651511030', '027918045756', '033383651026', '033383653006', '033383653013', '060556121109', '071430012505', '071430900055', '073150122168', '073574500504', '27918045756', '605806000324', '651511030', '73150122168', '831331005507']",FRESH STALK VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,1,EA,Bag,473,82,"[{'facet_name': 'Vegetables', 'facet_value': 'Celery', 'facet_term_id': 1018}]",,,[]
45,4731501820,28314,Tomatoes on the Vine,,"<p>Tomatoes, Cluster, Fresh, 11 Lb Each</p>","<p>Tomatoes, Cluster, Fresh, 11 Lb Each</p>",473150,0,https://gfsstore.com/?post_type=product&#038;p=28314,https://gfsstore.com/?post_type=product&#038;p=28314,,,"<p>Tomatoes, Cluster, Fresh, 11 Lb Each</p>","['4731501', '473150']",4731501|473150,182,Tomatoes on the Vine,,,,"<p>Tomatoes, Cluster, Fresh, Approximately 0.4lb each</p>","Tomatoes on the Vine  Fresh Vegetables <p>Tomatoes, Cluster, Fresh, Approximately 0.4lb each</p>",1.99,,['400047315011'],FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,16,OZ,Each,1,81,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
46,1984981820,18940,Carrots,,"<p>Carrots, Fresh, 3 Lb Bag</p>","<p>Carrots, Fresh, 3 Lb Bag</p>",198498,0,https://gfsstore.com/?post_type=product&#038;p=18940,https://gfsstore.com/?post_type=product&#038;p=18940,,,"<p>Carrots, Fresh, 3 Lb Bag</p>","['1984981', '198498']",1984981|198498,182,Carrots,,,,"Carrots, Fresh, 3 Lb Bag","Carrots  Fresh Vegetables Carrots, Fresh, 3 Lb Bag",3.59,,"['033383660028', '033383662022', '033383664026', '071430035153', '071464100315', '071464101312', '083253010309', '333836600282', '400019849810', '605806124105', '605806124112', '605806124129', '852442002025']",FRESH CARROTS,Fresh Vegetables,Produce,,,,Cooler,24,EA,Bag,398,80,"[{'facet_name': 'Vegetables', 'facet_value': 'Carrots', 'facet_term_id': 1017}]",,,[]
47,3615011820,31431,Green Peppers,,"<p>Peppers, Green, Large, Fresh, 5 Lb Bag</p>","<p>Peppers, Green, Large, Fresh, 5 Lb Bag</p>",361501,0,https://gfsstore.com/?post_type=product&#038;p=31431,https://gfsstore.com/?post_type=product&#038;p=31431,,,"<p>Peppers, Green, Large, Fresh, 5 Lb Bag</p>","['3615011', '361501']",3615011|361501,182,Green Peppers,Markon First Crop,Markon First Crop,markon first crop,"Peppers, Green, Large, Fresh, 5 Lb Bag","Green Peppers Markon First Crop Fresh Vegetables Peppers, Green, Large, Fresh, 5 Lb Bag",9.49,,"['033383701271', '042808350123', '081851077854', '093901615015', '400036150111', '42808350123', '796553005462']",FRESH PEPPERS,Fresh Vegetables,Produce,,,,Cooler,80,OZ,Bag,204,71,"[{'facet_name': 'Vegetables', 'facet_value': 'Peppers', 'facet_term_id': 1116}]",,,[]
48,4731811820,47645,Sweet Potatoes,,"<p>Yams, Fresh, 40 Lb Each</p>","<p>Yams, Fresh, 40 Lb Each</p>",473181,0,https://gfsstore.com/products/473181/,https://gfsstore.com/products/473181/,,,"<p>Yams, Fresh, 40 Lb Each</p>","['4731811', '473181']",4731811|473181,182,Sweet Potatoes,,,,"<p>Sweet Potatoes, Fresh</p>","Sweet Potatoes  Fresh Vegetables <p>Sweet Potatoes, Fresh</p>",1.19,,['400047318111'],FRESH POTATOES,Fresh Vegetables,Produce,,,,Dry,16.84,OZ,Each,58,69,"[{'facet_name': 'Vegetables', 'facet_value': 'Potatoes', 'facet_term_id': 1128}]",,,[]
49,7645321820,17011,Large Hass Avocados,,"<p>Avocados, Fresh, 1 Ct Each</p>","<p>Avocados, Fresh, 1 Ct Each</p>",764532,0,https://gfsstore.com/products/764532/,https://gfsstore.com/products/764532/,,,"<p>Avocados, Fresh, 1 Ct Each</p>","['7645321', '764532']",7645321|764532,182,Large Hass Avocados,,,,"<p>Avocados, Fresh, 1 Ct Each</p>","Large Hass Avocados  Fresh Fruit <p>Avocados, Fresh, 1 Ct Each</p>",2.49,,['400076453210'],FRESH TREE FRUIT,Fresh Fruit,Produce,,,,Cooler,1,EA,Each,1,67,"[{'facet_name': 'Fruits', 'facet_value': 'Avocado', 'facet_term_id': 1032}]",,,[]
50,2754521820,43310,Zucchini Squash,,"<p>Squash, Zucchini, Fresh, 22 Lb Each</p>","<p>Squash, Zucchini, Fresh, 22 Lb Each</p>",275452,0,https://gfsstore.com/products/275452/,https://gfsstore.com/products/275452/,,,"<p>Squash, Zucchini, Fresh, 22 Lb Each</p>","['2754521', '275452']",2754521|275452,182,Zucchini Squash,,,,"<p>Squash, Zucchini, Fresh, Approximately 0.6lbs each</p>","Zucchini Squash  Fresh Vegetables <p>Squash, Zucchini, Fresh, Approximately 0.6lbs each</p>",1.49,,['400027545216'],FRESH GOURDS,Fresh Vegetables,Produce,,,,Cooler,16,OZ,Each,242,66,"[{'facet_name': 'Vegetables', 'facet_value': 'Squash', 'facet_term_id': 1075}]",,,[]
51,7566811820,18710,Blackberries,,"<p>Blackberries, Fresh, 6 Oz Package</p>","<p>Blackberries, Fresh, 6 Oz Package</p>",756681,0,https://gfsstore.com/?post_type=product&#038;p=18710,https://gfsstore.com/?post_type=product&#038;p=18710,,,"<p>Blackberries, Fresh, 6 Oz Package</p>","['7566811', '756681']",7566811|756681,182,Blackberries,Driscoll,Driscoll,driscoll,"Blackberries, Fresh, 6 Oz Package","Blackberries Driscoll Fresh Fruit Blackberries, Fresh, 6 Oz Package",4.99,,"['033383211053', '033383240268', '066022002699', '071430011089', '071430011638', '333832002684', '400075668110', '606110964791', '632045206002', '665290003034', '715756100200', '715756100224', '715756100422', '715756502011', '736372196132', '7500464592903', '7503018074016', '7503019519035', '7503019776001', '7503019776094', '7503024287196', '7506166300006', '7506166311606', '761635202404', '782150027648', '812049007304', '812049007311', '812092030014', '813635011248', '815887010222', '850003027005', '850019194104', '850582002288', '853447003543', '8571780000884', '857620003078', '857620003108', '860002107301', '862803000218', '881006001099', '891700002087']",FRESH BERRIES,Fresh Fruit,Produce,,,,Cooler,6,OZ,Package,357,64,"[{'facet_name': 'Fruits', 'facet_value': 'Blackberries', 'facet_term_id': 1036}]",,,[]
52,4171801820,16300,Whole Mushrooms,,"<p>Mushrooms, Fresh, 24 Oz Package</p>","<p>Mushrooms, Fresh, 24 Oz Package</p>",417180,0,https://gfsstore.com/products/417180/,https://gfsstore.com/products/417180/,,,"<p>Mushrooms, Fresh, 24 Oz Package</p>","['4171801', '417180']",4171801|417180,182,Whole Mushrooms,Markon First Crop,Markon First Crop,markon first crop,"Mushrooms, Fresh, 24 Oz Package","Whole Mushrooms Markon First Crop Fresh Vegetables Mushrooms, Fresh, 24 Oz Package",5.99,,"['033383675046', '037102675034', '037102675041', '037102675201', '093901235244', '611628920795', '771163000069']",FRESH MUSHROOMS,Fresh Vegetables,Produce,,,,Cooler,24,OZ,Package,310,63,"[{'facet_name': 'Vegetables', 'facet_value': 'Mushrooms', 'facet_term_id': 1094}]",,"[{'term_id': 49, 'slug': 'markon', 'name': 'Markon', 'parent': 0, 'term_taxonomy_id': 49}]",
53,2747531820,43282,Garlic,,"<p>Garlic, Fresh, 5 Ct Package</p>","<p>Garlic, Fresh, 5 Ct Package</p>",274753,0,https://gfsstore.com/products/274753/,https://gfsstore.com/products/274753/,,,"<p>Garlic, Fresh, 5 Ct Package</p>","['2747531', '274753']",2747531|274753,182,Garlic,,,,"Garlic, Fresh, 5 Ct Package","Garlic  Fresh Vegetables Garlic, Fresh, 5 Ct Package",1.59,,"['068044407056', '070873010451', '074574853027', '081355902096', '400027475315', '646127483571', '664339516436', '680444070557', '680444070564', '680444101251', '680444201524', '680444202514', '680444202521', '796631071525', '827468000348']",FRESH ROOT VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,5,EA,Package,241,62,"[{'facet_name': 'Vegetables', 'facet_value': 'Garlic', 'facet_term_id': 1099}]",,,[]
